ticker,earnings_date,eps_estimate,eps_reported,surprise
9201.T,2025-02-04,85.75,94.28,9.94
9201.T,2025-05-02,21.1,36.64,73.69
9201.T,2025-07-30,55.16,60.04,8.85
9201.T,2025-10-30,103.35,90.07,-12.85
9201.T,2026-02-03,103.21,103.97,0.73
9201.T,2026-04-30,45.31,52.88,16.7
9201.T,2026-08-03,2.67,9.09,240.45
9201.T,2026-10-29,103.35,,
9202.T,2008-07-31,18.3,34.1,86.34
9202.T,2009-10-30,35.0,33.4,-4.57
9202.T,2011-07-29,5.1,-33.7,-760.78
9202.T,2012-04-27,-19.9,-22.3,-12.06
9202.T,2012-08-03,41.8,2.7,-93.54
9202.T,2012-10-31,105.7,125.7,18.92
9202.T,2013-01-31,47.54,40.8,-14.18
9202.T,2013-04-30,-34.59,-34.1,1.42
9202.T,2013-10-30,94.5,76.3,-19.26
9202.T,2014-01-31,17.1,37.9,121.64
9202.T,2014-04-30,-42.4,-41.2,2.83
9202.T,2014-07-30,-6.66,10.0,250.13
9202.T,2014-10-30,76.32,92.5,21.19
9202.T,2015-01-30,54.07,47.5,-12.15
9202.T,2015-04-30,-29.32,-37.6,-28.23
9202.T,2015-07-29,7.99,24.0,200.23
9202.T,2015-10-28,125.9,130.4,3.57
9202.T,2016-01-29,71.59,55.3,-22.76
9202.T,2016-04-28,-20.02,13.9,169.44
9202.T,2016-08-03,28.26,19.0,-32.77
9202.T,2016-11-01,134.71,145.2,7.78
9202.T,2017-01-28,64.41,83.1,29.02
9202.T,2017-04-29,18.49,35.0,89.24
9202.T,2017-08-02,58.64,145.8,148.62
9202.T,2017-11-01,168.89,192.69,14.09
9202.T,2018-02-01,62.06,102.47,65.11
9202.T,2018-04-27,-48.77,-23.14,52.55
9202.T,2018-07-31,37.06,48.14,29.89
9202.T,2018-11-02,180.92,172.21,-4.81
9202.T,2019-01-29,94.31,98.92,4.89
9202.T,2019-04-26,46.87,11.77,-74.89
9202.T,2019-07-30,36.13,34.12,-5.57
9202.T,2019-10-29,169.11,136.0,-19.58
9202.T,2020-01-30,92.75,88.66,-4.41
9202.T,2020-04-28,-160.37,-175.72,-9.57
9202.T,2020-07-29,-366.11,-325.29,11.15
9202.T,2020-10-27,-247.08,-238.1,3.63
9202.T,2021-01-29,-196.15,-340.0,-73.34
9202.T,2021-04-30,-317.84,-178.65,43.79
9202.T,2021-07-30,-150.06,-108.77,27.52
9202.T,2021-10-29,-60.52,-101.3,-67.37
9202.T,2022-02-01,-45.35,-8.5,81.26
9202.T,2022-04-28,-56.21,-86.8,-54.42
9202.T,2022-08-01,-39.35,2.13,105.41
9202.T,2022-10-31,38.77,39.42,1.69
9202.T,2023-02-02,48.12,91.55,90.24
9202.T,2023-04-27,1.49,57.14,3734.9
9202.T,2023-07-28,50.18,65.51,30.55
9202.T,2023-10-31,94.23,133.66,41.84
9202.T,2024-01-31,88.02,118.82,34.99
9202.T,2024-04-26,14.93,17.1,14.57
9202.T,2024-07-30,61.44,52.57,-14.44
9202.T,2024-10-31,116.35,119.28,2.52
9202.T,2025-02-03,88.28,113.31,28.36
9202.T,2025-04-30,18.67,40.42,116.46
9202.T,2025-07-29,65.09,48.84,-24.96
9202.T,2025-10-30,96.32,113.35,17.68
9202.T,2026-01-30,110.18,134.22,21.82
9202.T,2026-04-30,60.27,61.96,2.8
9202.T,2026-07-29,12.35,39.99,223.81
9202.T,2026-10-29,96.32,,
9301.T,2026-10-30,,,
9302.T,2014-08-05,16.44,6.92,-57.94
9302.T,2014-11-04,10.1,6.12,-39.45
9302.T,2015-02-12,13.68,8.83,-35.44
9302.T,2015-05-11,6.62,-5.6,-184.55
9302.T,2015-08-05,12.59,0.93,-92.58
9302.T,2016-02-08,8.46,25.1,196.63
9302.T,2026-11-06,,,
9303.T,2012-05-10,10.98,13.44,22.36
9303.T,2012-08-03,21.31,20.28,-4.82
9303.T,2012-11-05,16.4,30.98,88.88
9303.T,2013-02-06,19.27,23.6,22.5
9303.T,2013-05-10,14.01,10.4,-25.77
9303.T,2013-08-05,20.52,22.34,8.85
9303.T,2013-11-11,17.1,15.52,-9.24
9303.T,2014-02-05,22.62,20.56,-9.12
9303.T,2014-05-13,13.76,11.34,-17.58
9303.T,2014-08-05,20.57,21.7,5.51
9303.T,2014-11-06,18.75,21.38,14.04
9303.T,2015-02-04,23.03,22.42,-2.65
9303.T,2015-05-12,14.94,14.38,-3.76
9303.T,2015-08-05,20.52,23.5,14.54
9303.T,2016-02-04,22.09,26.24,18.8
9303.T,2026-11-05,,,
9304.T,2011-02-09,4.1,5.51,34.41
9304.T,2011-05-11,2.46,-2.82,-214.84
9304.T,2011-08-05,4.98,8.43,69.3
9304.T,2011-11-04,5.26,5.98,13.51
9304.T,2012-02-07,5.16,1.75,-66.05
9304.T,2012-05-11,5.31,-0.85,-116.02
9304.T,2012-08-08,5.65,4.19,-25.9
9304.T,2013-02-07,7.0,11.43,63.19
9304.T,2013-11-07,4.69,4.8,2.26
9304.T,2014-02-07,7.66,5.61,-26.72
9304.T,2014-05-12,4.26,4.11,-3.43
9304.T,2014-08-07,5.44,6.46,18.8
9304.T,2014-11-07,5.07,5.75,13.52
9304.T,2015-02-06,6.45,8.4,30.23
9304.T,2015-05-12,6.17,12.2,97.77
9304.T,2015-08-06,6.94,7.29,5.05
9304.T,2016-02-05,8.63,7.99,-7.47
9336.T,2025-11-11,,,
9336.T,2026-11-10,,,
9364.T,2008-05-15,27.2,25.64,-5.74
9364.T,2009-11-09,23.6,20.34,-13.81
9364.T,2026-11-12,,,
9401.T,2005-05-18,-26.7,-22.76,14.76
9401.T,2008-05-14,1.66,-1.38,-183.13
9401.T,2008-08-06,21.06,19.29,-8.4
9401.T,2011-02-03,13.51,23.61,74.76
9401.T,2011-05-12,-2.44,-8.9,-264.75
9401.T,2011-08-04,8.89,10.77,21.15
9401.T,2011-11-04,2.88,-7.82,-371.53
9401.T,2012-02-02,17.51,73.33,318.79
9401.T,2012-05-11,5.04,-1.57,-131.15
9401.T,2012-08-02,14.4,-25.83,-279.37
9401.T,2012-11-01,0.25,-13.24,-5396.0
9401.T,2013-02-07,23.72,59.76,151.94
9401.T,2017-02-02,26.4,44.16,67.27
9401.T,2017-05-11,-6.0,9.1,251.67
9401.T,2019-02-07,47.0,51.11,8.74
9401.T,2020-02-06,41.41,32.33,-21.93
9401.T,2026-11-10,,,
9404.T,2005-05-19,15.6,17.98,15.28
9404.T,2007-11-15,0.59,-2.92,-595.92
9404.T,2008-05-15,8.23,4.7,-42.91
9404.T,2008-07-31,12.15,6.1,-49.8
9404.T,2008-11-13,-10.95,-11.04,-0.81
9404.T,2011-02-03,21.43,30.85,43.93
9404.T,2011-05-12,22.93,17.4,-24.1
9404.T,2011-07-28,15.82,18.92,19.55
9404.T,2011-11-04,9.73,14.32,47.23
9404.T,2012-02-02,28.73,28.2,-1.85
9404.T,2012-05-10,18.66,31.42,68.39
9404.T,2012-07-30,21.09,28.33,34.38
9404.T,2012-11-08,10.18,11.48,12.74
9404.T,2013-02-07,24.32,35.24,44.9
9404.T,2014-07-31,32.59,25.59,-21.48
9404.T,2014-11-06,27.97,23.76,-15.05
9404.T,2015-02-05,34.45,36.6,6.24
9404.T,2015-05-08,33.21,34.13,2.77
9404.T,2015-07-30,31.1,32.1,3.22
9404.T,2015-11-05,31.69,33.99,7.26
9404.T,2016-02-04,39.4,50.36,27.82
9404.T,2016-05-13,25.4,28.93,13.9
9404.T,2016-07-28,29.3,44.83,53.0
9404.T,2016-11-10,26.7,26.56,-0.52
9404.T,2017-02-02,48.1,50.95,5.93
9404.T,2017-05-11,38.5,38.44,-0.16
9404.T,2017-07-28,40.0,39.61,-0.97
9404.T,2018-02-01,46.3,49.39,6.67
9404.T,2019-02-07,33.7,45.53,35.1
9404.T,2020-02-06,38.92,41.12,5.65
9404.T,2020-05-14,25.7,25.13,-2.22
9404.T,2026-11-05,,,
9409.T,2005-05-20,4.01,11.23,180.11
9409.T,2008-04-30,14.87,19.06,28.22
9409.T,2008-07-31,19.88,30.74,54.61
9409.T,2008-10-31,-19.8,-17.65,10.86
9409.T,2011-02-03,32.09,40.76,27.02
9409.T,2011-04-28,-2.63,5.95,326.51
9409.T,2011-07-29,1.34,21.71,1525.71
9409.T,2011-10-28,-0.77,11.18,1548.5
9409.T,2012-02-02,22.81,31.81,39.48
9409.T,2012-04-27,-2.16,9.93,558.99
9409.T,2012-07-31,29.54,33.16,12.24
9409.T,2012-10-31,2.12,-1.21,-157.06
9409.T,2013-02-05,26.36,51.47,95.26
9409.T,2013-04-30,24.25,6.49,-73.24
9409.T,2016-02-05,36.0,44.52,23.67
9409.T,2016-11-04,3.4,7.09,108.53
9409.T,2017-02-07,26.4,53.64,103.18
9409.T,2017-05-09,7.2,36.77,410.69
9409.T,2017-07-31,44.9,45.11,0.47
9409.T,2017-11-06,5.6,16.29,190.89
9409.T,2018-02-06,38.2,60.56,58.53
9409.T,2020-02-06,41.01,184.18,349.11
9409.T,2026-11-11,,,
9412.T,2011-02-02,3.43,5.45,58.81
9412.T,2011-05-11,5.07,5.13,1.22
9412.T,2011-08-03,6.53,10.16,55.53
9412.T,2011-11-02,4.95,9.04,82.46
9412.T,2012-02-08,3.6,1.64,-54.48
9412.T,2012-05-09,4.42,4.63,4.65
9412.T,2012-08-01,4.95,9.59,93.81
9412.T,2012-10-31,7.08,5.19,-26.71
9412.T,2013-01-30,5.44,8.49,55.96
9412.T,2025-11-05,17.72,22.12,24.83
9412.T,2026-02-04,20.11,20.68,2.83
9412.T,2026-04-28,18.35,20.04,9.21
9412.T,2026-08-05,23.71,29.02,22.4
9412.T,2026-11-04,17.72,,
9432.T,2004-08-05,0.88,1.18,34.19
9432.T,2004-11-10,0.84,1.01,20.08
9432.T,2005-02-04,2.11,2.27,7.91
9432.T,2005-05-12,0.75,0.13,-83.18
9432.T,2006-11-10,1.01,1.06,4.96
9432.T,2007-02-02,0.7,0.86,23.41
9432.T,2007-05-11,0.51,0.48,-4.6
9432.T,2007-11-09,0.88,0.33,-62.29
9432.T,2008-05-13,1.45,2.29,57.45
9432.T,2008-08-06,1.14,1.29,13.18
9432.T,2008-11-07,0.96,1.71,78.6
9432.T,2009-02-05,0.99,1.03,4.35
9432.T,2009-05-13,0.91,-0.02,-102.14
9432.T,2009-11-09,0.96,1.08,12.49
9432.T,2010-05-14,0.44,0.55,26.01
9432.T,2010-08-05,1.02,1.18,15.69
9432.T,2010-11-09,1.11,1.2,8.38
9432.T,2011-02-04,1.08,1.08,0.12
9432.T,2011-05-13,0.12,0.39,236.25
9432.T,2011-08-05,1.14,1.16,1.76
9432.T,2011-11-10,1.08,1.13,4.91
9432.T,2012-02-06,1.21,0.51,-58.07
9432.T,2012-05-11,1.62,0.87,-45.98
9432.T,2012-08-06,1.24,1.28,3.07
9432.T,2012-11-08,1.2,1.12,-6.96
9432.T,2013-02-06,1.09,1.27,17.41
9432.T,2013-05-10,0.84,0.65,-22.61
9432.T,2013-08-05,1.35,1.41,4.29
9432.T,2013-11-08,1.29,1.36,5.57
9432.T,2014-02-06,1.36,1.41,3.97
9432.T,2014-05-13,0.88,0.9,2.39
9432.T,2014-08-06,1.41,1.34,-4.47
9432.T,2014-11-07,1.19,1.27,7.26
9432.T,2015-02-06,1.11,1.46,31.72
9432.T,2015-05-15,0.67,0.66,-1.95
9432.T,2015-08-05,1.52,1.82,20.17
9432.T,2015-11-06,1.81,1.74,-3.56
9432.T,2016-02-05,1.49,2.16,44.85
9432.T,2016-05-13,1.09,1.28,17.18
9432.T,2016-08-05,2.23,2.33,4.76
9432.T,2016-11-11,2.15,2.28,6.16
9432.T,2017-02-10,2.32,1.89,-18.41
9432.T,2017-05-15,1.09,1.31,19.6
9432.T,2017-08-04,2.55,2.7,6.15
9432.T,2017-11-10,2.41,2.55,5.91
9432.T,2018-02-09,2.03,2.1,3.49
9432.T,2018-05-11,1.69,1.76,3.84
9432.T,2018-08-07,2.7,2.96,9.64
9432.T,2018-11-06,2.75,2.77,0.76
9432.T,2019-02-07,2.5,2.4,-3.97
9432.T,2019-05-10,1.05,0.68,-35.83
9432.T,2019-08-06,3.07,2.95,-4.18
9432.T,2019-11-05,2.85,2.87,0.8
9432.T,2020-02-06,2.59,2.75,6.03
9432.T,2020-05-15,0.76,0.68,-10.12
9432.T,2020-08-11,2.8,2.94,5.01
9432.T,2020-11-06,2.7,2.89,7.03
9432.T,2021-02-05,3.09,3.13,1.31
9432.T,2021-05-12,1.21,0.97,-19.87
9432.T,2021-08-06,3.82,3.75,-1.71
9432.T,2021-11-10,3.58,3.72,3.87
9432.T,2022-02-07,3.65,3.97,8.82
9432.T,2022-05-12,1.56,1.73,10.85
9432.T,2022-08-08,3.84,4.16,8.34
9432.T,2022-11-08,3.99,3.72,-6.81
9432.T,2023-02-09,4.18,3.9,-6.7
9432.T,2023-05-12,1.78,2.14,20.17
9432.T,2023-08-09,4.02,4.41,9.64
9432.T,2023-11-07,3.9,3.46,-11.24
9432.T,2024-02-08,4.06,4.02,-1.04
9432.T,2024-05-10,3.35,3.2,-4.43
9432.T,2024-08-07,4.81,3.26,-32.29
9432.T,2024-11-07,3.38,3.34,-1.32
9432.T,2025-02-07,4.08,3.55,-12.99
9432.T,2025-05-09,4.88,1.81,-62.89
9432.T,2025-08-06,3.12,3.14,0.64
9432.T,2025-11-04,4.46,4.06,-8.87
9432.T,2026-02-05,3.7,4.03,8.92
9432.T,2026-05-08,1.33,1.38,3.76
9432.T,2026-08-06,3.07,3.38,10.28
9432.T,2026-11-04,4.46,,
9433.T,2004-07-29,10.47,10.22,-2.44
9433.T,2004-10-28,10.47,5.17,-50.67
9433.T,2005-07-25,9.85,10.49,6.45
9433.T,2005-10-21,7.81,9.73,24.63
9433.T,2006-01-24,10.67,11.29,5.77
9433.T,2006-04-25,4.81,6.04,25.56
9433.T,2007-10-19,11.75,11.81,0.53
9433.T,2008-04-24,1.4,0.56,-59.56
9433.T,2008-07-22,15.09,13.54,-10.29
9433.T,2008-10-22,12.35,14.7,19.06
9433.T,2009-01-23,13.66,19.23,40.8
9433.T,2009-04-23,10.46,-5.82,-155.64
9433.T,2009-07-23,15.48,16.17,4.42
9433.T,2009-10-23,12.78,11.02,-13.8
9433.T,2010-07-24,13.37,13.46,0.63
9433.T,2010-10-22,12.61,12.17,-3.46
9433.T,2011-01-24,11.47,12.47,8.7
9433.T,2011-04-25,0.8,10.36,1193.83
9433.T,2011-07-25,14.27,14.12,-1.07
9433.T,2011-10-25,12.41,13.38,7.87
9433.T,2012-01-26,10.16,11.06,8.83
9433.T,2012-04-25,15.15,9.86,-34.88
9433.T,2012-07-25,14.81,11.18,-24.47
9433.T,2012-10-24,15.92,6.21,-61.0
9433.T,2013-01-28,18.48,21.91,18.57
9433.T,2013-04-30,14.63,13.35,-8.77
9433.T,2013-07-30,12.57,14.79,17.64
9433.T,2013-10-28,16.38,19.95,21.8
9433.T,2014-01-30,18.77,21.3,13.49
9433.T,2014-04-30,11.49,10.39,-9.63
9433.T,2014-07-30,20.4,22.66,11.1
9433.T,2014-10-31,21.52,23.53,9.35
9433.T,2015-01-30,23.56,23.87,1.33
9433.T,2015-05-12,17.81,15.37,-13.68
9433.T,2015-08-07,27.66,28.74,3.87
9433.T,2015-11-05,25.47,26.65,4.6
9433.T,2016-02-09,25.51,26.14,2.45
9433.T,2016-05-12,22.09,17.26,-21.86
9433.T,2016-08-02,30.65,33.63,9.71
9433.T,2016-11-01,29.2,32.27,10.51
9433.T,2017-02-02,28.9,29.55,2.24
9433.T,2017-05-11,12.36,15.38,24.46
9433.T,2017-08-01,30.94,35.37,14.29
9433.T,2017-11-01,32.2,32.08,-0.39
9433.T,2018-01-31,30.19,33.23,10.07
9433.T,2018-05-10,19.33,17.08,-11.65
9433.T,2018-08-01,38.27,37.15,-2.95
9433.T,2018-11-01,34.48,34.8,0.92
9433.T,2019-01-31,34.34,33.71,-1.84
9433.T,2019-05-15,23.31,23.88,2.46
9433.T,2019-08-01,36.66,34.63,-5.56
9433.T,2019-11-01,36.68,39.71,8.27
9433.T,2020-02-01,36.91,39.71,7.58
9433.T,2020-05-14,22.1,23.8,7.71
9433.T,2020-07-31,35.56,39.64,11.47
9433.T,2020-10-30,39.26,41.43,5.54
9433.T,2021-01-29,40.17,38.42,-4.38
9433.T,2021-05-14,21.01,22.6,7.56
9433.T,2021-07-30,40.84,42.02,2.88
9433.T,2021-10-29,41.25,38.11,-7.62
9433.T,2022-01-28,38.85,43.1,10.95
9433.T,2022-05-13,26.22,26.79,2.14
9433.T,2022-07-29,44.4,43.51,-2.02
9433.T,2022-11-02,40.11,37.06,-7.62
9433.T,2023-02-02,45.03,40.9,-9.18
9433.T,2023-05-11,33.9,33.67,-0.69
9433.T,2023-07-28,44.22,41.01,-7.25
9433.T,2023-11-02,38.63,44.87,16.15
9433.T,2024-02-02,44.3,42.3,-4.52
9433.T,2024-05-10,34.04,22.45,-34.07
9433.T,2024-08-02,44.32,42.49,-4.13
9433.T,2024-11-01,43.97,43.12,-1.94
9433.T,2025-02-05,46.59,46.16,-0.92
9433.T,2025-05-14,44.31,37.57,-15.22
9433.T,2025-08-01,46.8,43.01,-8.1
9433.T,2025-11-06,48.14,53.94,12.05
9433.T,2026-03-31,51.4,44.15,-14.11
9433.T,2026-05-12,140.66,42.45,-69.82
9433.T,2026-08-07,44.37,51.34,15.7
9433.T,2026-11-12,50.24,,
9434.T,2019-02-05,2.91,2.12,-27.42
9434.T,2019-05-08,0.86,0.73,-15.06
9434.T,2019-08-05,3.13,3.44,9.88
9434.T,2019-11-05,3.14,3.4,8.28
9434.T,2020-02-07,2.65,2.3,-13.3
9434.T,2020-05-11,1.17,0.78,-33.35
9434.T,2020-08-04,3.32,3.21,-3.53
9434.T,2020-11-04,3.41,3.43,0.56
9434.T,2021-02-04,2.67,2.51,-5.78
9434.T,2021-05-11,1.02,1.24,20.91
9434.T,2021-08-04,3.31,3.22,-2.85
9434.T,2021-11-04,3.5,3.33,-4.96
9434.T,2022-02-03,2.89,2.42,-16.54
9434.T,2022-05-11,1.63,2.05,26.09
9434.T,2022-08-04,3.18,2.73,-14.19
9434.T,2022-11-04,2.96,2.3,-22.26
9434.T,2023-02-03,5.58,5.75,3.07
9434.T,2023-05-10,1.27,0.48,-62.33
9434.T,2023-08-04,3.51,3.1,-11.8
9434.T,2023-11-08,2.73,3.28,20.23
9434.T,2024-02-07,2.52,2.2,-12.84
9434.T,2024-05-09,0.94,1.74,83.94
9434.T,2024-08-06,3.31,3.43,3.67
9434.T,2024-11-08,3.6,3.4,-5.49
9434.T,2025-02-10,2.53,2.33,-8.06
9434.T,2025-05-08,1.75,1.83,4.5
9434.T,2025-08-05,3.14,3.0,-4.46
9434.T,2025-11-05,3.49,4.22,20.92
9434.T,2026-02-09,2.7,2.82,4.44
9434.T,2026-05-11,1.6,1.31,-18.12
9434.T,2026-08-04,2.82,3.09,9.69
9434.T,2026-11-05,3.49,,
9435.T,2013-11-11,102.77,163.74,59.32
9435.T,2014-02-12,90.24,127.91,41.75
9435.T,2014-05-19,88.77,123.79,39.45
9435.T,2014-08-08,86.82,90.13,3.81
9435.T,2014-11-10,124.76,173.08,38.73
9435.T,2015-02-13,76.88,91.44,18.94
9435.T,2015-05-20,167.51,95.62,-42.92
9435.T,2015-08-12,125.5,138.86,10.65
9435.T,2015-11-13,132.48,201.94,52.43
9435.T,2016-02-12,87.2,133.39,52.96
9435.T,2016-05-20,126.11,63.94,-49.3
9435.T,2016-08-15,168.89,266.36,57.71
9435.T,2016-11-14,129.23,150.99,16.84
9435.T,2017-02-14,142.5,267.46,87.7
9435.T,2017-05-19,213.28,155.31,-27.18
9435.T,2017-08-14,157.88,212.46,34.57
9435.T,2017-11-14,136.46,170.07,24.63
9435.T,2018-02-14,164.57,208.53,26.71
9435.T,2018-05-21,193.7,312.6,61.39
9435.T,2018-08-14,157.97,268.66,70.07
9435.T,2018-11-13,179.03,167.03,-6.7
9435.T,2019-02-13,143.69,305.16,112.37
9435.T,2019-05-17,191.8,334.81,74.56
9435.T,2019-08-14,269.59,337.02,25.01
9435.T,2019-11-13,236.27,339.39,43.65
9435.T,2020-02-14,277.54,287.9,3.73
9435.T,2020-05-20,125.56,161.78,28.85
9435.T,2020-08-13,240.05,296.88,23.68
9435.T,2020-11-12,246.27,355.38,44.31
9435.T,2021-02-12,316.01,297.95,-5.71
9435.T,2021-05-14,286.56,240.07,-16.22
9435.T,2021-08-12,277.21,449.01,61.97
9435.T,2021-11-12,337.22,431.82,28.05
9435.T,2022-02-14,232.19,406.69,75.15
9435.T,2022-05-16,124.4,635.67,410.98
9435.T,2022-08-12,307.07,614.95,100.26
9435.T,2022-11-14,166.3,718.63,332.13
9435.T,2023-02-14,251.32,150.77,-40.01
9435.T,2023-05-16,966.9,553.3,-42.78
9435.T,2023-08-14,305.27,733.07,140.14
9435.T,2023-11-13,391.46,653.36,66.9
9435.T,2024-02-13,402.64,274.17,-31.91
9435.T,2024-05-15,965.03,1092.92,13.25
9435.T,2024-08-13,419.08,1039.66,148.08
9435.T,2024-11-12,-158.92,52.83,133.24
9435.T,2025-02-12,768.78,1241.37,61.47
9435.T,2025-05-14,-546.32,337.32,161.74
9435.T,2025-08-13,647.03,641.83,-0.8
9435.T,2025-11-11,478.91,960.25,100.51
9435.T,2026-02-12,461.47,963.96,108.89
9435.T,2026-05-13,1049.89,874.08,-16.75
9435.T,2026-08-13,557.1,837.15,50.27
9435.T,2026-11-10,581.89,,
9449.T,2009-08-06,6.0,5.75,-4.17
9449.T,2009-11-09,6.0,6.19,3.17
9449.T,2010-05-10,7.0,5.77,-17.57
9449.T,2010-11-08,9.0,5.61,-37.67
9449.T,2011-05-09,8.0,11.85,48.13
9449.T,2011-11-08,8.0,5.42,-32.25
9449.T,2013-05-07,11.0,9.36,-14.91
9449.T,2013-08-09,9.0,10.98,22.0
9449.T,2014-05-01,9.0,8.02,-10.89
9449.T,2014-08-08,13.0,15.09,16.08
9449.T,2014-10-31,15.89,10.61,-33.23
9449.T,2015-02-05,15.35,15.86,3.34
9449.T,2015-04-30,11.35,15.8,39.16
9449.T,2015-07-30,13.82,44.43,221.5
9449.T,2015-10-30,-13.97,12.38,188.6
9449.T,2016-02-08,-5.37,41.3,868.62
9449.T,2016-05-09,14.94,11.63,-22.16
9449.T,2016-08-01,16.55,19.34,16.84
9449.T,2016-11-07,15.56,20.2,29.82
9449.T,2017-02-06,14.84,11.09,-25.25
9449.T,2017-05-15,13.4,9.93,-25.87
9449.T,2017-07-31,23.03,6.9,-70.04
9449.T,2017-11-06,25.13,15.84,-36.97
9449.T,2018-02-09,26.6,36.77,38.25
9449.T,2018-05-10,15.03,18.14,20.67
9449.T,2018-08-09,24.86,18.63,-25.06
9449.T,2018-11-12,24.9,16.65,-33.14
9449.T,2019-02-12,10.09,-233.34,-2413.04
9449.T,2019-05-09,15.44,17.59,13.95
9449.T,2019-08-06,22.39,17.59,-21.44
9449.T,2019-11-12,9.65,22.74,135.75
9449.T,2020-02-12,13.3,15.24,14.6
9449.T,2020-05-12,30.34,19.92,-34.34
9449.T,2020-08-11,19.74,17.43,-11.7
9449.T,2020-11-11,26.9,23.36,-13.16
9449.T,2021-02-12,25.73,32.29,25.49
9449.T,2021-08-10,42.93,36.99,-13.84
9449.T,2021-11-11,39.99,32.55,-18.61
9449.T,2022-02-10,37.84,38.38,1.44
9449.T,2022-11-14,31.35,-14.94,-147.65
9449.T,2023-02-13,42.62,-5.82,-113.65
9449.T,2026-11-13,,,
9468.T,2026-11-05,,,
9501.T,2004-08-03,27.63,40.12,45.2
9501.T,2004-11-11,99.97,95.45,-4.52
9501.T,2005-02-08,25.02,12.83,-48.72
9501.T,2005-05-10,27.7,18.89,-31.81
9501.T,2005-08-02,29.63,18.24,-38.44
9501.T,2005-11-08,97.5,61.77,-36.65
9501.T,2006-02-07,49.63,53.02,6.83
9501.T,2006-05-09,63.31,96.73,52.78
9501.T,2006-10-31,80.0,95.93,19.91
9501.T,2007-01-31,41.9,57.3,36.75
9501.T,2008-04-30,-112.59,-108.97,3.22
9501.T,2008-07-28,-93.89,-56.51,39.81
9501.T,2008-10-31,-29.8,-24.56,17.58
9501.T,2009-01-30,-27.79,-21.07,24.18
9501.T,2009-04-30,87.27,39.49,-54.75
9501.T,2009-07-31,-12.22,43.84,458.76
9501.T,2009-10-30,-10.42,58.59,662.28
9501.T,2010-01-29,7.77,14.5,86.62
9501.T,2010-06-28,-24.3,-17.75,26.95
9501.T,2010-07-30,-32.75,-4.04,87.66
9501.T,2010-10-29,36.11,72.48,100.72
9501.T,2011-01-31,13.21,29.38,122.41
9501.T,2011-05-20,-598.44,-944.46,-57.82
9501.T,2011-08-09,24.83,-356.79,-1536.93
9501.T,2011-11-04,224.6,-34.66,-115.43
9501.T,2012-02-13,160.83,2.68,-98.33
9501.T,2012-05-14,-54.32,-98.99,-82.23
9501.T,2013-04-30,-79.74,-426.25,-434.55
9501.T,2013-07-31,231.43,273.29,18.09
9501.T,2013-10-31,20.6,111.24,440.0
9501.T,2014-01-31,30.79,97.79,217.6
9501.T,2014-04-30,18.39,-208.58,-1234.2
9501.T,2014-10-31,211.97,289.2,36.43
9501.T,2015-01-30,8.67,-68.7,-892.39
9501.T,2015-04-28,253.96,169.43,-33.28
9501.T,2015-07-29,104.64,126.9,21.27
9501.T,2015-10-29,71.49,47.51,-33.54
9501.T,2016-01-29,26.12,36.71,40.54
9501.T,2016-04-28,26.72,-123.26,-561.3
9501.T,2016-07-28,60.36,0.71,-98.82
9501.T,2016-10-31,148.46,58.06,-60.89
9501.T,2017-01-31,-26.18,133.62,610.39
9501.T,2017-04-28,-70.02,-109.5,-56.38
9501.T,2017-07-28,8.71,92.42,961.08
9501.T,2018-01-30,29.54,8.97,-69.63
9501.T,2018-10-30,117.21,45.7,-61.01
9501.T,2019-01-30,20.42,6.75,-66.94
9501.T,2019-04-25,75.2,82.33,9.48
9501.T,2019-07-31,50.42,175.76,248.59
9501.T,2019-10-28,-93.87,86.78,192.45
9501.T,2020-01-30,-4.05,8.86,318.77
9501.T,2020-05-15,-142.31,-239.75,-68.46
9501.T,2020-07-29,26.08,18.62,-28.6
9501.T,2020-10-28,97.31,74.14,-23.81
9501.T,2021-02-10,8.1,-11.32,-239.75
9501.T,2021-04-28,21.54,31.46,46.05
9501.T,2021-07-29,9.55,-1.89,-119.79
9501.T,2021-10-27,19.9,57.22,187.54
9501.T,2022-01-31,3.1,-49.21,-1687.42
9501.T,2022-11-01,38.4,-47.63,-224.04
9501.T,2023-02-10,-1.8,-316.8,-17500.0
9501.T,2023-08-02,25.2,85.06,237.54
9501.T,2023-10-31,18.7,133.91,616.1
9501.T,2024-01-31,1.6,0.34,-78.75
9501.T,2024-04-30,-1.7,-52.13,-2966.47
9501.T,2025-07-31,74.8,-535.36,-815.72
9501.T,2026-01-29,74.5,31.06,-58.31
9501.T,2026-04-30,-46.3,130.1,380.99
9501.T,2026-07-29,54.7,-6.11,-111.17
9501.T,2026-10-29,101.4,,
9502.T,2005-08-05,46.26,62.93,36.04
9502.T,2005-11-08,80.73,49.65,-38.5
9502.T,2006-02-02,59.26,48.31,-18.48
9502.T,2006-05-10,-1.23,1.18,196.12
9502.T,2006-07-28,40.14,59.57,48.41
9502.T,2007-01-31,24.49,18.68,-23.72
9502.T,2007-04-27,19.44,10.98,-43.52
9502.T,2008-04-28,-18.26,-30.24,-65.61
9502.T,2008-07-31,-1.06,18.32,1828.3
9502.T,2008-10-31,5.95,11.45,92.44
9502.T,2009-01-30,2.63,-117.25,-4558.17
9502.T,2009-06-25,62.99,63.12,0.21
9502.T,2009-07-31,48.82,68.54,40.39
