ticker,earnings_date,eps_estimate,eps_reported,surprise
3397.T,2023-02-14,15.0,1.01,-93.27
3397.T,2024-02-14,14.9,21.44,43.89
3397.T,2026-11-13,,,
3401.T,2006-11-01,33.5,56.05,67.31
3401.T,2008-05-07,-53.9,-56.3,-4.45
3401.T,2008-07-31,15.25,13.85,-9.18
3401.T,2008-10-31,-8.75,-11.75,-34.29
3401.T,2009-01-30,18.8,-76.25,-505.59
3401.T,2009-05-11,-113.42,-144.1,-27.04
3401.T,2009-08-03,-20.3,-90.05,-343.6
3401.T,2009-11-02,-3.95,-40.95,-936.71
3401.T,2010-02-03,-5.1,-28.75,-463.73
3401.T,2010-05-11,-5.22,-21.4,-310.14
3401.T,2010-08-03,13.0,20.5,57.69
3401.T,2010-10-29,22.7,38.2,68.28
3401.T,2011-02-04,19.3,42.95,122.54
3401.T,2011-05-09,19.99,26.3,31.57
3401.T,2011-08-01,25.4,31.9,25.59
3401.T,2011-11-01,29.45,14.75,-49.92
3401.T,2012-02-03,29.45,30.05,2.04
3401.T,2012-05-09,-18.3,-15.85,13.39
